Title,Genres,Release Date,Country,Movie Rating,Review Rating,Movie Run Time,Cast,Language,Budget
Are You Here (2015), Horror,29/10/2015,Hong Kong,RATED,4.9,90,Jacquelin Ch'ng|Vivian Chan|Aka Chio|Jacquline Chong|Jumbo|Choi-Ling Law|Lan Law|Tin Chi Law|Yat-Long Li|Alan Chun-Kwong Luk|Hee Ching Paw|Susan Yam-Yam Shaw|Angie Shum|Sammy Sum|Jumbo Tsang,Chinese,96
Kill Me Now (2012), Comedy| Horror,05/12/2012,USA,RATED,5.9,85,Michael Swaim|Jacob Reed|Beck Bennett|Brett Fancy|Kaitlin Large|Kyle Mooney|Nick Mundy|Daniel Rubiano|Lisa Marie King|Nicholas Rutherford|Katie Willert|Noah Byrne|Brentan Schellenbach|Katy Stoll|Andy Trask,English,1620
Killer Piñata (2015), Comedy| Horror,05/12/2015,USA,RATED,5.6,87,Lindsay Ashcroft|Nate Bryan|Billy Chengary|Sheila Edmiston|Elvis Garcia|Daniel Hawkes|Eliza-Jane Morris|Davinia Palmer|Steven James Price|Joette Waters|Nick Weeks,English,59
3 Wicked Witches (2014), Horror,01/01/2014,USA,NOT RATED,4.4,75,Kristine DeBell|Lisa London|Helene Udy|Eric Diedrich|Casey Faddis|Dominic Lufrano|John Luke|Sean Paulsen|Alex Neal|Bryce Sorensen|Nic Luken,English,811
Day of the Mummy (2014), Horror,20/10/2014,UK,NOT RATED,2.5,81,Danny Glover|William McNamara|Nimi|Philip Marlatt|Anthony Fanelli|Andrea Monier|Brandon deSpain|Michael Cortez|Robin Steffen|Tim Maloney|Eric Young|Natalie De Luna|Juan Rodriguez|Brandon Hendrix,English,18
Radioactive Flesh Eating Foliage (2015), Horror,31/10/2015,USA,RATED,6.8,90,Invader Bethany|Matt Burns|Rita Christine|Kelsey Cooper|Steve Fiendish|Dusty W. Fleischman|Jesse L. Green|Mel Heflin|Jenny Jannetty|Amber Kidwell|Sharrie McCain|Matt Nuefield|Bob Singer|Nadia White,English,754
Afterimages (2014), Fantasy| Horror| Thriller,11/09/2014,Singapore,RATED,5.2,92,Sheena Chan|Pamelyn Chee|Daniel Jenkins|Keagan Kang|Mike Kasem|Michael Kwah|Kevin Lagrange|Marcus Lee|Kay Tong Lim|Yu Beng Lim|Esther Low|Jeremy Meyer|Adeline Pang|Laurence Pang|Sylvester Pillay,English,350
Hind Ka Napak Ko Jawab (2017), Action| Comedy| Horror,10/02/2017,India,RATED,7.6,130,Gurmeet Ram Rahim Singh|Honeypreet Insan|Aditya Insan|Bhushan Insan|Dhiksha Insan|Rakesh Dhawan Insan|Ramesh Chahel Insan|Bhupinder Kapoor|Karandeep|Manpreet,Hindi,450
Last Kind Words (2012), Drama| Horror| Mystery| Romance| Thriller,24/03/2012,USA,UNRATED,4.9,87,Brad Dourif|Spencer Daniels|Alexia Fast|Marianne Hagan|Sarah Steele|Clay Wilcox|Rich Williams|Lee Vervoort|Darrell P. Miller|Trey Mingee|Rick Montgomery Jr.|Mary Katherine Murphy|Ron Eliot|Griffin Saunders|Eleanor McKenna,English,808
Resureksyon (2015), Horror,23/09/2015,Philippines,RATED,7.2,80,Paulo Avelino|Jasmine Curtis|Isabelle Daza|John Lapus|Raikko Mateo|Niño Muhlach|Alex Castro|Gee Canlas|Franco Lagusad|Juancho Trivino|Prince Villanueva,Filipino,1553
The Last Seven (2010), Horror| Mystery| Thriller,27/08/2014,UK,RATED,3.9,90,Tamer Hassan|Simon Phillips|Daisy Head|Sebastian Street|Rita Ramnani|John Mawson|Danny Dyer|Ronan Vibert|Idalina Leandro|Belle Hassan|Patricia Rybarczyk|Johnny Lynch|Jim Ford|Grace Vallorani|Yoram Halberstam,English,1489
Death on Scenic Drive (2017), Horror,30/09/2017,Germany,RATED,1.1,90,Jeff Ash|Stephanie Ash|Ry Barrett|Christian Burgess|Keena|Amanda Lamarre|Brianna Lamarre|Matthew Ninaber|Faith Singleton|Jessica Vano,English,579
The Tag-Along (2015), Horror| Thriller,27/11/2015,Taiwan,RATED,5.3,93,Wei-Ning Hsu|River Huang|Yin-Shang Liu|Po-Chou Chang|Yumi Wong|Mario Pu|Ming-Hua Pai|Mei Man Jin|Yawei Basang|Liang-Tong Chen|Ling-Fan Chen|Yi-Fan Chen|Yu-Lin Chou|Ying-Zhan Chuang|Po-Hsun Huang,Chinese,56
Live (2014), Horror| Thriller,10/05/2014,Japan,NOT RATED,5.2,90,Asami|Yûka Eda|Akiko Ikuina|Mari Iriki|Shinji Kasahara|Ryûnosuke Kawai|Mickey Koga|Rima Matsuda|Yûki Morinaga|Yoshiyuki Morishita|Suzuka Morita|Seminosuke Murasugi|Aoi Nakabeppu|Ito Ohno|Kokone Sasaki,Japanese,1437
Wolf (2017), Drama| Horror,14/07/2017,USA,RATED,2.7,90,Shahine el Hamus|Anna Schoen|Romy Gevers,English,972
Dyke Hard (2014), Action| Comedy| Horror| Musical| Sci-Fi,06/03/2015,Sweden,NOT RATED,5,90,Peggy Sands|Alle Eriksson|M. Wågensjö|Lina Kurttila|Iki Gonzalez Magnusson|Josephine Krieg|Anitha Nygårds|Engla Famne|Alexi Carpentieri|Peter Ahlgren|Ylva Maria Thompson|Ann-Charlotte Andersson|Ingrid Andersson|Zazanita Ekberg|Tina Gunell,Other,1148
This Book Is Cursed (2017), Horror,02/04/2017,USA,RATED,4,73,Paul Buxton|Michael Cook|Cory Crowell|Norman Gale|Mason Hatleli|Shanta Krinsky|Justin LeMay|Curtis Meyer|Crystalynn Oldenburg|Amy Radloff|Joel Thingvall|Alex Wank|Crystal Welker,English,723
Bigfoot Vs. Zombies (2016), Horror,08/07/1905,USA,NOT RATED,2.3,79,James Carolus|Todd Carpenter|Bob Dennis|Steve Diasparra|Danielle Donahue|Dave Fife|Jeff Kirkendall|Ken Van Sant|Greta Volkova,English,1798
Almost Mercy (2015), Horror,26/05/2015,USA,NOT RATED,6.1,85,Kane Hodder|Bill Moseley|Allie Marshall|Pamela Figueiredo|Nick Principe|Tanja Melendez Lynch|Ashley Couture|Noel Ramos|Kim Mulhauser|Diana Porter|David Gere|Renee Lawrie|Danielle Guldin|J.P. Valenti|Alexa Reddy,English,902
From Inside (2008), Animation| Horror,21/10/2014,USA,RATED,6.2,90,Corryn Cummins|Megan Gold,English,713
The Haunting of Alice D (2014), Horror| Thriller,03/05/2016,USA,NOT RATED,3.7,85,Kane Hodder|Juan Riedinger|Al Snow|Megan Hensley|Aaron Massey|Kristina Page|Jessica Sonneborn|Julianne Tura|Michael Reed|Eliza Swenson|Josh Hammond|Chanel Ryan|Sarah Nicklin|Barry Ratcliffe|Kaylee Signore,English,1384
Don't Go Into the House by the Woods (2017), Crime| Horror| Mystery| Thriller,13/03/2017,USA,NOT RATED,5.6,80,Richàrd A. LaBon|Alen Rios|Samuel Torres Wagner|Alex Velazquez|Manny Velazquez,English,1816
Devil May Call (2013), Horror| Thriller,05/07/1905,USA,RATED,4.4,84,Corri English|Tyler Mane|Traci Lords|Van Hansis|Camillia Monet|Daniel Hugh Kelly|Tracy Perez|Scott Thomas Reynolds|Phoebe Phillips|Arthur Oganesyan|Leora Kashani|Krystal Alvarez|Joe Cabello|Krystelle Lorraine|Carina Aviles Marshall,English,7
Lucifer's Night (2014), Horror| Thriller,23/10/2014,UK,RATED,4.8,90,Becca Hirani|Seth Papworth|Faye Goodwin|Tony Manders|Kate Lush|Alan Harding|Samantha Orpe|Jade Jordan|Victoria Kempton|Manny Jai Montana,English,524
Countrycide (2017), Horror,08/09/2017,USA,RATED,1,90,Robin Hodge|Joel Elliott|Andrew Galligan|Peter Whittaker|Lee Cyr|Trevor Payer,English,1408
Closer to God (2014), Horror| Sci-Fi| Thriller,25/01/2016,UK,RATED,4.6,81,Jeremy Childs|Shelean Newman|Shannon Hoppe|David Alford|Isaac Disney|Flint Adam|Matt Arnold|Skye Arnold|Colleen Barton|Sydney Bell|Jaycen Blackburn|Kenny Blackburn|Jeff Boyet|David Brandon|Kevin Breckenridge,English,942
AfterDeath (2015), Horror| Mystery| Thriller,19/10/2015,UK,RATED,4,88,Miranda Raison|Sam Keeley|Elarica Johnson|Lorna Nickson Brown|Daniella Kertesz|Joe Passarella|Kudzi Hudson,English,1953
Volumes of Blood (2015), Comedy| Drama| Horror| Mystery| Thriller,13/03/2015,USA,NOT RATED,4.6,96,Roni Jonah|Kristine Renee Farley|P.J. Starks|Jim O'Rear|Kevin Roach|Jason Crowe|Jakob Bilinski|Alexandria Hendrick|Shelby Miller|Lisa Duvall|Kevin Clark|Jeff Armstrong|Todd Reynolds|Gerrimy Keiffer|Tommy Mason,English,1143
Daughter (2015), Drama| Horror| Thriller,19/11/2015,Hong Kong,RATED,4.1,86,Bo-Bo Fung|Kara Hui|Yanny Chan Wing-yan|Tak-Bun Wong|Qiuyao Yu,Chinese,1291
Puppet Killer (2017), Horror,09/07/1905,Canada,RATED,3.5,90,Aleks Paunovic|Richard Harmon|Lisa Durupt|Johannah Newmarch|Kaj-Erik Eriksen|Beverley Elliott|Jessica Cameron|Catherine Lough Haggquist|Sage Brocklebank|Lee Majdoub|Geoff Gustafson|Kyle Cassie|Nelson Wong|Michael Coleman|Jett Klyne,English,415
Karva (2016), Horror| Thriller,27/05/2016,India,RATED,7.6,108,Thilak Shekar|Devaraj|Anisha Ambrose|R.J. Rohith|Anu Poovamma|Vijay Chendoor|Srinivasa Prabhu|Padmaja Rao|Mandeep Roy|Jayasheela|Dr. Sanjay|K.P. Sridhar|Rockline Sudhakar,Other,1936
Beneath (2013), Adventure| Horror,25/07/2014,USA,UNRATED,5.5,89,Brent Briscoe|Kurt Caceres|Eric Etebari|Jeff Fahey|Lauren Gores|Molly Hagan|Joey Kern|Ashway Lawver|Jason Masek|Lawrence Moran|Kelly Noonan|Rene Rivera|David Shackelford|Mark L. Young,English,535
Devil's Pass (2013), Horror| Mystery| Sci-Fi| Thriller,28/02/2013,Russia,RATED,5.7,100,Holly Goss|Matt Stokoe|Luke Albright|Ryan Hawley|Gemma Atkinson|Nikolay Butenin|Nelly Nielsen|Valeriya Fedorovich|Aleksey Kink|Sergey Lobanov|Oleg Kurlov|Dmitriy Miheev|Richard Alan Reid|Anton Klimov|Igor Kulachko,English,1634
Christmas Slay (2015), Horror,11/11/2015,USA,NOT RATED,3.5,95,Dani Thompson|Laura Ellen Wilson|Lydia Kay|Paul Terry|Jessica Ann Brownlie|Martin W. Payne|Frank Jakeman|Tony Burden|Steve Davis|Charley Mcdougall|Danny Allen|Natalie Bailey-Trist|Stuart Lawson|Antony D. Lane|Tony Mole,English,765
Little Red Riding Hood (2015), Fantasy| Horror,01/02/2015,USA,RATED,1.6,81,Iren Levy|Nicole Stark|Robert Amstler|Alanna Forte|John Scuderi|Colin Hussey|Marilyn Robrahn|Jason Jay Prado|Louie Ambriz|Raula Reed|Ian Dalziel|Robert S. Dixon,English,357
They Returned (2015), Crime| Drama| Horror| Thriller,01/09/2015,USA,RATED,5.7,94,Valentina Sartorelli|Juan Ignacio Molina|Lauro Veron|Camila Cruz|Julio Mendez|Rosana Rossotti|German de Goycoechea|Edmee Aran|Romina Pinto|Jorge Booth|Oscar Mira|Facundo Ezequiel Cordoba Noceta|Candelaria Lopez Bellina|Thomas Lopez Bellina|Javier Ignacio Cordoba Noceti,Spanish,1613
The Raking (2017), Horror,07/03/2017,USA,RATED,3.3,97,Bryan Brewer|Cree Kelly|Allie Rivera|Thatcher Robinson|Marshal Hilton|Marisa Davila|Alan Maxson|Nick Gomez|Peyton McDavitt|Chandler Rylko|Brock Brenner|Dane Johnson|Paul Lauden,English,176
Exorcism of the 7th Demon (2017), Horror,04/04/2017,USA,RATED,2.2,85,Jason Howell|David Johnson|Dawn Maxwell|Sarah Puhala|Brandy Reign|Paul Worley,English,1239
Poker Night (2014), Action| Crime| Horror| Thriller,20/11/2014,Kuwait,RATED,6.3,104,Beau Mirchoff|Ron Perlman|Giancarlo Esposito|Titus Welliver|Michael Eklund|Ron Eldard|Corey Large|Halston Sage|Lochlyn Munro|Kieran Large|Dean Wray|Mitchell Baker|Aaron Rattner|Chad Krowchuk|Grizz Salzl,English,1084
The Demolisher (2015), Action| Horror| Thriller,27/07/2015,Canada,RATED,3.4,85,Ry Barrett|Tianna Nori|Jessica Vano|Duncan McLellan|Gerrit Sepers|Bruce Turner|Duane Frey|Andrew Bussey|Owen Fawcett|Rich Piatkowski|Reese Eveneshen|Ashley Awde|John Cross|Alex Melnik|Andrew Wood,English,1275
Malevolent (2017), Animation| Horror,09/07/1905,USA,RATED,4.9,90,Morena Baccarin|William Shatner|Bill Moseley|Ray Wise|Florence Hartigan|Damien C. Haas|Mark Whitten|Dani Lennon|Benjamin Siemon|Bill Millsap|Tom Lommel|Jim Cirile|Paige Barnett|Steve Geiger|Tanya C. Klein,English,589
Intruders (2015), Drama| Horror| Thriller,15/01/2016,USA,RATED,5.7,90,Rory Culkin|Leticia Jimenez|Jack Kesy|Timothy T. McKinney|Joshua Mikel|Beth Riesgraf|Martin Starr,English,551
Dawning of the Dead (2017), Horror,09/07/1905,USA,RATED,1.7,90,Honey Holmes|Leo Gregory|Pixie Le Knot|Sean Cronin|Rene Costa|Sara Dee|Katina Forte|Janet Von|Colin Murtagh|Angel Garet|Andrew McHale|Ian Saynor|Simon Lewis Marriott|Linny Bushey|Brian Woodward,English,117
It Stains the Sands Red (2016), Drama| Horror| Thriller,28/07/2017,USA,RATED,5.5,92,Brittany Allen|Juan Riedinger|Merwin Mondesir|Kristopher Higgins|Andrew Supanz|Nico David|Michael Filipowich|Dylan Playfair|Warren E. Thomas|Steve Judkins|Max Christensen|Kyle McCachen|Shawn O'Brion|Drew Marvick,English,978
Terrortory (2016), Horror,23/09/2016,USA,RATED,4,92,Nadia White|Johnny Alonso|Bianca Allaine|Richard Cutting|Maddie Howard|Hillary Styer|Melissa LaMartina|Brad Masters|Sidney Allen|Demetrius Stephens|Sabrina Taylor-Smith|Laura Kiser|Erin C. Davis|M.T. Smith|Meadow Bosworth,English,1466
Blood (2010), Horror,09/09/2014,USA,RATED,5.2,93,Emmett J Scanlan|Gail Brady|Steve Gunn|Oliver McQuillan,English,518
Don't Kill It (2016), Action| Comedy| Fantasy| Horror,03/03/2017,USA,NOT RATED,5.2,83,Dolph Lundgren|Kristina Klebe|Elissa Dowling|Michael Aaron Milligan|Michelle West|Miles Doleac|Tara Cardinal|Billy Slaughter|Sam Furman|Jasi Cotton Lanier|Aaron McPherson|Chloe Guidry|Chaton Anderson|James Chalke|Tony Bentley,English,1350
Devil in My Ride (2013), Adventure| Comedy| Horror,06/10/2013,USA,NOT RATED,4.4,95,Frank Zieger|Joey Bicicchi|Erin Breen|Sid Haig|Llou Johnson|Zarinah Ali|Hud Cantu|Tom Carlson|Harold Dennis|Craig J. Harris|Chris Heinrich|Cathleen Hennon|Dave Lipschutz|Rachel Joy Mazza|Jamie Newell,English,39
Empty Rooms (2012), Drama| Horror,16/08/2013,UK,RATED,4.4,92,Ramlah Frediani|Charlie Koudsi|Tegan Ashton Cohan|Adam Jones|Sterling Fitzgerald|Maxine Gillespie|James Canino|Carl Crudup|Yosefa Forma|Shannon Malone|Judy Marcelline|Brody Thornsberry|Jackie O'Brien|Jackie Smith|Jim Roof,English,1993
The Path (2012), Horror| Thriller,09/11/2012,Mexico,RATED,5,90,Ariel Castro|Raquel Escribano|Javier Montó|Joan Prades|Gustavo Salmerón|Ricardo Trenor|Irene Visedo,Spanish,1835
Way Down in Chinatown (2014), Comedy| Horror| Sci-Fi,01/09/2014,USA,NOT RATED,6.9,83,Stephanie Sanditz|Justin Dray|Maria Olsen|Eric Michael Kochmer|Lisa Loring|Nancy Wolfe|Ashli Haynes|Tara Samuel|Whit Spurgeon|Alana DiMaria|Angel Corbin|Tim Ahrens|Michael A Barrett|Troy Butcher|Kristyn Chalker,English,647
Martian Land (2015), Action| Adventure| Horror| Sci-Fi,06/10/2015,USA,UNRATED,2.3,86,Lane Townsend|Alan Pietruszewski|Jennifer Dorogi|Arianna Afsar|Chloe Farnworth|Chaim Dunbar|Dionne Neish|Caroline Williams|Eddy Owdish|Caroline Attwood|Dan Czerwonka|James Wong|Maximilian Elfeldt|Amanda Dyba|Amy Hagan,English,516
Hell of a Night (2017), Horror| Thriller,09/07/1905,USA,RATED,6.8,84,Rachael Hevrin|Grace Powell|Ella Taylor|Kristin McKenzie Rice|Jordyne Visser|Deborah Kay Hooker|Kaylee King|Tori Carew|Alyssa Copley|Robert Hooker|Alexandra Mauro|Jack Emmell|Joshua Briscoe|Tommy Gunz|Peyton Gant,English,1386
Helen Keller vs. Nightwolves (2015), Action| Comedy| Horror,31/10/2015,USA,RATED,6.6,75,Jessie Wiseman|Lin Shaye|Barry Bostwick|Alanna Ubach|Jesse Merlin|Ross Patterson|Jim O'Heir|Richard Riehle|Christine Lakin|Edi Patterson|Robert R. Shafer|Brendan McCarthy|Lindsay Lamb|Jean St. James|David Quane,English,941
Dead Still (2014), Horror| Sci-Fi| Thriller,06/10/2014,USA,RATED,3.6,94,Ray Wise|Ben Browder|Carrie Lazar|Elle LaMont|Gavin Casalegno|Steffie Grote|Lawrence Turner|Han Soto|Corey Mendell Parker|Toby Nichols|Eric Ruff|Natalie Mejer|Shawn Sanz|Heather Buckley|Evelyn Boyle,English,1802
Neighbor (2009), Horror| Thriller,04/09/2012,Netherlands,RATED,4,90,America Olivo|Christian Campbell|Joseph Aniska|Pete Postiglione|Lauren Rooney|Mink Stole|Sarah McCarron|Amy Rutledge|Meredith Orlow|Giovanna Galdi|Tracy Toth|Robert A. Masciantonio|Stink Fisher|Megan Madsen|Alexandra Golaszewska,English,374
The Wicker Tree (2011), Drama| Horror,27/01/2012,USA,RATED,3.9,96,Brittania Nicol|Henry Garrett|James Mapes|Lesley Mackie|Clive Russell|Graham McTavish|Jacqueline Leonard|Bill Murdoch|Kirstin Murray|Christopher Fosh|Graham Wadsworth|Honeysuckle Weeks|David Plimmer|Iain Stuart Robertson|Ailidh Mackay,English,353
Fight Like a Girl (2015), Action| Comedy| Horror| Sport,01/01/2015,Australia,RATED,4.2,90,Elke Berry|Mick Preston|Jenna Dwyer|Josh Futcher|Sarah Howett|Adrian Tiatto|Julian Mulchay|Paul Cousins|Blake Johnson|Deborah McKelvey|Trevor Wight|Emma-Louise Wilson|Sachie Garret|Ellis Ebell|Damien Drake,English,767
Arkham Sanitarium: Soul Eater (2014), Horror,07/02/2014,USA,NOT RATED,2.2,73,Shannon Brown|Rinska Carrasco|Marc Edwards|Ron Fitzgerald|Jim Sorfleet|Shayla Sullivan|Patricia Urbonas Clark|Cameron Lawless,English,1544
Vampires: Lucas Rising (2014), Horror,09/10/2014,UK,UNRATED,5,107,Rhys Howells|Dan Briggs|Abigail Law-Briggs|Tim Benge|Turan Duncan|Rebecca Eastwood|Nicholas Mitchell|Kyle Jackson|Richard Sherwood|Barry Locke|Stuart Tomlinson|Julie Pickering|Colin Angus|Tecwyn Evans|Kit Diamond,English,1788
Tall Men (2016), Fantasy| Horror| Thriller,31/05/2016,USA,RATED,3.4,133,Dan Crisafulli|Kay Whitney|Richard Garcia|Pat Cashman|Jennifer Angelucci-Medina|Jeff Barber|Anthony Brogan|Olisa Spyc-e Enrico|Tim Forehand|Earl Gray|Rachelle Henry|Jonathan Holbrook|Maile Hudson|Mark A Johnston|Dave Kosloski,English,706
Age of the Dead (2015), Drama| Horror,08/01/2016,USA,RATED,2.9,84,Aaron Stielstra|Michael Segal|Marius Bizau|Désirée Giorgetti|Claudio Camilli|David White|Ally McClelland|Roberta Sparta|Manuela Arrighi|Andrea Bianciardi|Lorenzo Ciani|Eleonora Marianelli|Chiara Paoli|Daniele Ricci|Beatrice Schiaffino,English,61
Call Girl of Cthulhu (2014), Comedy| Horror,15/09/2015,USA,NOT RATED,4.7,92,David Phillip Carollo|Melissa LaMartina|Nicolette le Faye|Dave Gamble|Helenmary Ball|Sabrina Taylor-Smith|Alex Mendez|Craig Peter Coletta|Elena Rose|George Stover|Leanna Chamish|Troy Jennings|Stephanie Anders|Ruby Larocca|Scarlett Storm,English,1
Slit Mouth Woman in LA (2014), Action| Horror| Mystery,16/01/2016,Japan,RATED,4.2,104,Megumi Ageishi|Roza Akino|Mennell Alkhawaja|Courtney Bandeko|Jordan Borges|Peter Cluff|Clayton Cook|Geryh 'Hurricane' Curtis|Stefanie Estes|Monique Marie Gelineau|Amelia Gotham|David Gunther|Kanshichi Hiro|Eiji Inoue|John Klopping,English,753
Barrio Tales (2012), Horror,13/01/2012,USA,RATED,4,84,Alexander Aguila|Carson Aune|Adam Beesely|Maritza Brikisak|Hunter Cope|Ana Corbi|Isait De La Fuente|Alfredo De Leon Jr.|David Fernandez Jr.|Aaron Jaeger|Tommy Kijas|Oscar Lopez|Fabián López|EJ Marin|Christopher Meyer,English,707
Lost After Dark (2015), Horror,21/08/2015,USA,NOT RATED,4.8,89,Sarah Fisher|Mark Wiebe|Jesse Camacho|Kendra Leigh Timmins|David Lipper|Robert Patrick|Elise Gatien|Justin Kelly|Stephan James|Eve Harlow|Lanie McAuley|Alexander Calvert|Michael Vincent Dagostino|Rick Rosenthal,English,504
Dead Souls (2012), Horror,12/10/2012,USA,NOT RATED,4.5,92,Jesse James|Magda Apanowicz|Bill Moseley|Geraldine Hughes|Noah Fleiss|Jaiden Kaine|J.H. Torrance Downes|Elizabeth Irene|Kyle Donnery|Bridget Megan Clark|Kevin Shea|Jeff Ronan|Morgan West|Anthony Del Negro|Peter Waluk,English,1484
#1 Serial Killer (2013), Horror,04/05/2013,USA,NOT RATED,6,87,Jason Tobin|Eugenia Yuan|Tzi Ma|Shoshana Bush|Kenzie Dalton|Rane Jameson|Gemma Massot|Christie Gaynor|Robert Cicchini|Cindera Che|Jesse Wang|Tiley Chao|Matthias Chrans|Romina Bovolini|Ellen Ho,English,1217
Tragedy Girls (2017), Comedy| Horror,20/10/2017,USA,RATED,6.8,98,Josh Hutcherson|Brianna Hildebrand|Kevin Durand|Nicky Whelan|Craig Robinson|Alexandra Shipp|Rosalind Chao|Jack Quaid|Austin Abrams|Timothy V. Murphy|Elise Neal|Savannah Jayde|Loren Lester|Marycarmen Lopez|Tory Stolper,English,722
The Mirror (2014), Horror,08/09/2014,UK,NOT RATED,4.3,88,Jemma Dallender|Joshua Dickinson|Nate Fallows|Abby Ford|Roisin Rae,English,640
TORMENT (2017), Horror,01/04/2017,Italy,RATED,7.1,90,Matteo De Liberato|Stefano del Biondo|Andrea di Bella|Rikky Fiore|Favaretto Manuel|Silvio Pellegrini|Marco Pielich,English,1269
Lost Creek (2016), Drama| Fantasy| Horror,17/07/2016,USA,RATED,6.1,92,Brynna Bartoo|Lisa Coruzzi|Bethany Duff|Brendan Duff|Ted Ford|Priscilla Jones|Brad Larson|Matthew Lovlie|Jasmine Middaugh|Olivia Quincy|Ameilia Roosen|Henry Stockman|Oliver Stockman|Stella White,English,1112
The Dark Stranger (2015), Animation| Drama| Horror| Thriller,07/07/1905,Canada,RATED,4.4,90,Katie Findlay|Alex Ozerov|Enrico Colantoni|Stephen McHattie|Jennifer Dale|Mark O'Brien|Emma Campbell,English,1739
April Apocalypse (2013), Comedy| Horror| Romance,24/02/2015,USA,NOT RATED,5.1,84,Reece Thompson|Rebekah Brandes|Brent Tarnol|Stephanie Hunt|Todd Stashwick|Roger Bart|George Lopez|Mark Rolston|Marguerite MacIntyre|Matt Shively|William Morgan Sheppard|Randy Wayne|Sarah Hyland|Matt Prokop|Bear Adkisson,English,1643
Outpost: Rise of the Spetsnaz (2013), Action| Horror| Sci-Fi,27/06/2013,UK,NOT RATED,5.1,87,Bryan Larkin|Iván Kamarás|Velibor Topic|Laurence Possa|Alec Utgoff|Johnny Meres|Michael McKell|Ben Lambert|Dom Watters|Gareth Morrison|Vince Docherty|Leo Horsfield|Vivien Taylor|Mark Prendergast|Francis Jamie,English,1366
Frankenstein vs. The Mummy (2015), Horror,04/11/2015,Philippines,NOT RATED,3.9,115,Max Rhyser|Ashton Leigh|Boomer Tibbs|Brandon deSpain|Constantin Tripes|Robert MacNaughton|Michael Chmiel|Malika Franklin|Stefanie Merola|Martin Pfefferkorn|Rahul Rai|Daniel Rodas|Sean Rogers,English,1430
Evil Dead (2013), Fantasy| Horror,05/04/2013,USA,RATED,6.5,91,Jane Levy|Shiloh Fernandez|Lou Taylor Pucci|Jessica Lucas|Elizabeth Blackmore|Phoenix Connolly|Jim McLarty|Sian Davis|Stephen Butterworth|Karl Willetts|Randal Wilson|Rupert Degas|Bob Dorian|Ellen Sandweiss|Inca,English,1403
uk18 (2017), Drama| Horror| Thriller,01/02/2017,USA,RATED,7.2,86,Shona McWilliams|Jamie Beddard|Ian Hart|Jean-Marc Barr|Tim Bentinck|Jack Roth|Jason Williamson|Nisha Nayar|Sean Cernow|Simon Balfour|Wayne Anthony|Wayne Norman|Andrew Tiernan|John Wagland|Nick Reynolds,English,1396
Feral (2017), Action| Drama| Horror| Thriller,23/09/2017,USA,RATED,6.2,90,Scout Taylor-Compton|Olivia Luccardi|Lew Temple|Renee Olstead|Brock Kelly|Landry Allbright|George Finn|Samantha Gangal,English,1690
Come Out and Play (2012), Horror,22/03/2013,USA,RATED,4.7,105,Vinessa Shaw|Ebon Moss-Bachrach|Daniel Giménez Cacho|Gerardo Taracena|Alejandro Alvarez|Sarah Lindberg,English,313
Model Hunger (2016), Horror,08/07/1905,USA,RATED,5.4,90,Lynn Lowry|Mary Bogle|Babette Bombshell|Bob Bozek|Carmine Capobianco|Bette Cassatt|Jayne Caswell|Rachel Jane Conn|Lisa Dee|Brian Fortune|Erika Frase|Gerica Horn|Samantha Hoy|Suzi Lorraine|David Marancik,English,871
Kandisha (2008), Crime| Fantasy| Horror| Mystery| Thriller,05/04/2015,USA,NOT RATED,7.8,91,Hiam Abbass|Amal Ayouch|Khalid Benchagra|Assaad Bouab|David Carradine|Amira Casar|Michaël Cohen|Hassan Essakali|Karim Saidi|Lénaïc Sarrazin|Saïd Taghmaoui|Mourad Zaoui,Other,1681
The Recall (2017), Horror| Sci-Fi| Thriller,02/06/2017,USA,RATED,4.9,90,Wesley Snipes|RJ Mitte|Jedidiah Goodacre|Laura Bilgeri|Niko Pepaj|Hannah Rose May|Scott Nettleton|Sean Millington|Graham Shiels|Tracey Hway|Megan Pereira|Benjamin DeWalt|Reid Anderson|Sydney Powers|Edward Gin,English,993
Kingdom Come (2014), Horror,20/08/2014,Australia,NOT RATED,4.3,97,Ry Barrett|Camille Hollett-French|William Foley|Jason Martorino|Soroush Saeidi|Katie Uhlmann|Jo Jo Karume|Chelsey Marie|Ellie O'Brien|Kat Krawczuk|Korinne Goudreau|Emily Deruytter|Matthew Chiu|Katherine Prentice|Bruce Turner,English,952
